YEAR_,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,COUNTY
2021,575122,57610103,GARNIERS POST RD,SR-189,4100,Okaloosa
2022,575122,57610103,GARNIERS POST RD,SR-189,4800,Okaloosa
2023,575122,57610103,GARNIERS POST RD,SR-189,4300,Okaloosa
2019,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,9400,Okaloosa
2020,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8100,Okaloosa
2021,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8800,Okaloosa
2022,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8800,Okaloosa
2023,575124,57610013,SR-189/BEAL PKWY,MAYFLOWER AVE,8300,Okaloosa
2019,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3300,Okaloosa
2020,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,2800,Okaloosa
2021,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3600,Okaloosa
2022,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3400,Okaloosa
2023,575125,57610013,MAYFLOWER AVE,SR-188/RACETRACK RD,3300,Okaloosa
2019,575126,57003000,DENTON BLVD,MOONEY RD,28000,Okaloosa
2020,575126,57003000,DENTON BLVD,MOONEY RD,27500,Okaloosa
2021,575126,57003000,DENTON BLVD,MOONEY RD,27500,Okaloosa
2022,575126,57003000,DENTON BLVD,MOONEY RD,28000,Okaloosa
2023,575126,57003000,DENTON BLVD,MOONEY RD,27000,Okaloosa
2019,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,23000,Okaloosa
2020,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,24000,Okaloosa
2021,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,23500,Okaloosa
2022,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,24000,Okaloosa
2023,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,21500,Okaloosa
2019,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,15100,Okaloosa
2020,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,12200,Okaloosa
2021,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,15000,Okaloosa
2022,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,14200,Okaloosa
2023,575129,57000110,MILITARY BDRY ENT,US-98/SR-30,16000,Okaloosa
2019,575130,57030000,GULF SHORE DR,,52500,Okaloosa
2020,575130,57030000,GULF SHORE DR,,43000,Okaloosa
2021,575130,57030000,GULF SHORE DR,,53500,Okaloosa
2022,575130,57030000,GULF SHORE DR,,53500,Okaloosa
2023,575130,57030000,GULF SHORE DR,,55000,Okaloosa
2019,575131,57508000,US-98/SR-30,DESTIN AIRPORT,8200,Okaloosa
2020,575131,57508000,US-98/SR-30,DESTIN AIRPORT,8000,Okaloosa
2021,575131,57508000,US-98/SR-30,DESTIN AIRPORT,8800,Okaloosa
2022,575131,57508000,US-98/SR-30,AIRPORT,8800,Okaloosa
2023,575131,57508000,US-98/SR-30,AIRPORT,8200,Okaloosa
2019,575132,57030000,MAIN ST,GULF SHORE DR,51500,Okaloosa
2020,575132,57030000,MAIN ST,GULF SHORE DR,43500,Okaloosa
2021,575132,57030000,MAIN ST,GULF SHORE DR,51000,Okaloosa
2022,575132,57030000,CR-30D/MAIN ST,GULF SHORE DR,49000,Okaloosa
2023,575132,57030000,CR-30D/MAIN ST,GULF SHORE DR,48500,Okaloosa
2019,575133,57600001,US98/SR30/ US HWY 98,KELLY ST,10300,Okaloosa
2020,575133,57600001,US98/SR30/ US HWY 98,KELLY ST,11100,Okaloosa
2021,575133,57600001,US98/SR30/ US HWY 98,KELLY ST,8800,Okaloosa
2022,575133,57600001,US98/SR30/US HWY 98,KELLY ST,8300,Okaloosa
2023,575133,57600001,US98/SR30/US HWY 98,KELLY ST,7300,Okaloosa
2019,575135,57502000,US-98/SR-30,CALHOUN AVE,3900,Okaloosa
2020,575135,57502000,US-98/SR-30,CALHOUN AVE,3800,Okaloosa
2021,575135,57502000,US-98/SR-30,CALHOUN AVE,3300,Okaloosa
2022,575135,57502000,US-98/SR-30,CALHOUN AVE,3200,Okaloosa
2023,575135,57502000,US-98/SR-30,CALHOUN AVE,3200,Okaloosa
2019,575136,57030000,STAHLMAN AVE,MAIN ST,43000,Okaloosa
2020,575136,57030000,STAHLMAN AVE,MAIN ST,35500,Okaloosa
2021,575136,57030000,STAHLMAN AVE,MAIN ST,45000,Okaloosa
2022,575136,57030000,STAHLMAN AVE,CR-30D/MAIN ST,39000,Okaloosa
2023,575136,57030000,STAHLMAN AVE,CR-30D/MAIN ST,48500,Okaloosa
2019,575137,57040001,CHESTNUT AVE SE,SR-85/EGLIN PKWY SE,21800,Okaloosa
2020,575137,57040001,CHESTNUT AVE SE,SR-85/EGLIN PKWY SE,19000,Okaloosa
2021,575137,57040001,CHESTNUT AVE SE,SR-85/EGLIN PKWY SE,18800,Okaloosa
2022,575137,57040001,CHESTNUT AVE SE,SR-85/EGLIN PKWY SE,21900,Okaloosa
2023,575137,57040001,CHESTNUT AVE SE,SR-85/EGLIN PKWY SE,18300,Okaloosa
2019,575138,57110000,HOLLYWOOD BLVD,YACHT CLUB DR,21500,Okaloosa
2020,575138,57110000,HOLLYWOOD BLVD,YACHT CLUB DR,19800,Okaloosa
2021,575138,57110000,HOLLYWOOD BLVD,YACHT CLUB DR,21000,Okaloosa
2022,575138,57110000,HOLLYWOOD BLVD,YACHT CLUB DR,21000,Okaloosa
2023,575138,57110000,HOLLYWOOD BLVD,YACHT CLUB DR,21000,Okaloosa
2019,575139,57000111,DOOLITTLE BLVD,SR-393,7100,Okaloosa
2020,575139,57000111,DOOLITTLE BLVD,SR-393,6000,Okaloosa
2021,575139,57000111,DOOLITTLE BLVD,SR-393,6900,Okaloosa
2022,575139,57000111,DOOLITTLE BLVD,SR-393,7500,Okaloosa
2023,575139,57000111,DOOLITTLE BLVD,SR-393,6900,Okaloosa
2019,575140,57610014,MLK BLVD,SR-189/BEAL PKWY,11000,Okaloosa
2020,575140,57610014,MLK BLVD,SR-189/BEAL PKWY,10300,Okaloosa
2021,575140,57610014,MLK BLVD,SR-189/BEAL PKWY,11400,Okaloosa
2022,575140,57610014,MLK BLVD,SR-189/BEAL PKWY,11900,Okaloosa
2023,575140,57610014,MLK BLVD,SR-189/BEAL PKWY,11500,Okaloosa
2019,575141,57000112,FREEDOM WAY,HURLBURT RD,31000,Okaloosa
2020,575141,57000112,FREEDOM WAY,HURLBURT RD,27500,Okaloosa
2021,575141,57000112,FREEDOM WAY,HURLBURT RD,32000,Okaloosa
2022,575141,57000112,FREEDOM WAY,HURLBURT RD,32000,Okaloosa
2023,575141,57000112,FREEDOM WAY,HURLBURT RD,31000,Okaloosa
2019,575143,57030030,KELLY PLANTATION,HUTCHINSON ST,60000,Okaloosa
2020,575143,57030030,KELLY PLANTATION,HUTCHINSON ST,59000,Okaloosa
2021,575143,57030030,KELLY PLANTATION,HUTCHINSON ST,56000,Okaloosa
2022,575143,57030030,KELLY PLANTATION,HUTCHINSON ST,58000,Okaloosa
2023,575143,57030030,KELLY PLANTATION,HUTCHINSON ST,60000,Okaloosa
2019,575144,57000014,JONQUIL AVE NW,SR-189/BEAL PKWY NW,3300,Okaloosa
2020,575144,57000014,JONQUIL AVE NW,SR-189/BEAL PKWY NW,2800,Okaloosa
2021,575144,57000014,JONQUIL AVE NW,SR-189/BEAL PKWY NW,2800,Okaloosa
2022,575144,57000014,JONQUIL AVE NW,SR-189/BEAL PKWY NW,2800,Okaloosa
2023,575144,57000014,JONQUIL AVE NW,SR-189/BEAL PKWY NW,2800,Okaloosa
2019,575145,57000019,FLORIDA BLANCA PL SE,BAY DR NE,1900,Okaloosa
2020,575145,57000019,FLORIDA BLANCA PL SE,BAY DR NE,1500,Okaloosa
2021,575145,57000019,FLORIDA BLANCA PL SE,BAY DR NE,1600,Okaloosa
2022,575145,57000019,FLORIDA BLANCA PL SE,BAY DR NE,1500,Okaloosa
2023,575145,57000019,FLORIDA BLANCA PL SE,BAY DR NE,900,Okaloosa
2019,575146,57000020,SR-85/EGLIN PKWY,FERRY RD NE,5300,Okaloosa
2020,575146,57000020,SR-85/EGLIN PKWY,FERRY RD NE,4700,Okaloosa
2021,575146,57000020,SR-85/EGLIN PKWY,FERRY RD NE,5500,Okaloosa
2022,575146,57000020,SR-85/EGLIN PKWY,FERRY RD NE,5200,Okaloosa
2023,575146,57000020,SR-85/EGLIN PKWY,FERRY RD NE,4900,Okaloosa
2019,575147,57000035,CROSS ST,BENNING DR,800,Okaloosa
2020,575147,57000035,CROSS ST,BENNING DR,600,Okaloosa
2021,575147,57000035,CROSS ST,BENNING DR,700,Okaloosa
2022,575147,57000035,CROSS ST,BENNING DR,800,Okaloosa
2023,575147,57000035,CROSS ST,BENNING DR,750,Okaloosa
2019,575148,57000038,FIRST ST SE,SR-145/PERRY AVE SE,350,Okaloosa
2020,575148,57000038,FIRST ST SE,SR-145/PERRY AVE SE,350,Okaloosa
2021,575148,57000038,FIRST ST SE,SR-145/PERRY AVE SE,350,Okaloosa
2022,575148,57000038,FIRST ST SE,SR-145/PERRY AVE SE,400,Okaloosa
2023,575148,57000038,FIRST ST SE,SR-145/PERRY AVE SE,350,Okaloosa
2019,575149,57000350,HOLLYWOOD BLVD NW,HOLMES BLVD NW,2000,Okaloosa
2020,575149,57000350,HOLLYWOOD BLVD NW,HOLMES BLVD NW,2000,Okaloosa
2021,575149,57000350,HOLLYWOOD BLVD NW,HOLMES BLVD NW,2700,Okaloosa
2022,575149,57000350,HOLLYWOOD BLVD NW,HOLMES BLVD NW,2300,Okaloosa
2023,575149,57000350,HOLLYWOOD BLVD NW,HOLMES BLVD NW,2100,Okaloosa
2019,575150,57600000,FIRST ST,MAIN ST,8500,Okaloosa
2020,575150,57600000,FIRST ST,MAIN ST,6500,Okaloosa
2021,575150,57600000,FIRST ST,MAIN ST,9000,Okaloosa
2022,575150,57600000,FIRST ST,MAIN ST,8900,Okaloosa
2023,575150,57600000,FIRST ST,MAIN ST,8000,Okaloosa
2019,575151,57600000,MAIN ST,INDIAN TR,6200,Okaloosa
2020,575151,57600000,MAIN ST,INDIAN TR,6000,Okaloosa
2021,575151,57600000,MAIN ST,INDIAN TR,5800,Okaloosa
2022,575151,57600000,MAIN ST,INDIAN TR,6200,Okaloosa
2023,575151,57600000,MAIN ST,INDIAN TR,5800,Okaloosa
2019,575153,57610500,LANG RD,MAYFLOWER AVE,2300,Okaloosa
2020,575153,57610500,LANG RD,MAYFLOWER AVE,2000,Okaloosa
2021,575153,57610500,LANG RD,MAYFLOWER AVE,2000,Okaloosa
2022,575153,57610500,LANG RD,MAYFLOWER AVE,2200,Okaloosa
2023,575153,57610500,LANG RD,MAYFLOWER AVE,2200,Okaloosa
2019,575154,57000113,US-98/SR-30,BENNING DR,4000,Okaloosa
2020,575154,57000113,US-98/SR-30,BENNING DR,4000,Okaloosa
2021,575154,57000113,US-98/SR-30,BENNING DR,3400,Okaloosa
2022,575154,57000113,US-98/SR-30,CR-30B/BENNING DR,3600,Okaloosa
2023,575154,57000113,US-98/SR-30,CR-30B/BENNING DR,3600,Okaloosa
2019,575164,57000036,BENNING DR,FIRST ST,550,Okaloosa
2020,575164,57000036,BENNING DR,FIRST ST,500,Okaloosa
2021,575164,57000036,BENNING DR,FIRST ST,550,Okaloosa
2022,575164,57000036,BENNING DR,FIRST ST,550,Okaloosa
2023,575164,57000036,BENNING DR,FIRST ST,450,Okaloosa
2019,575165,57000019,BAY DR NE,FERRY RD NE,4000,Okaloosa
2020,575165,57000019,BAY DR NE,FERRY RD NE,3800,Okaloosa
2021,575165,57000019,BAY DR NE,FERRY RD NE,4200,Okaloosa
2022,575165,57000019,BAY DR NE,FERRY RD NE,4000,Okaloosa
2023,575165,57000019,BAY DR NE,FERRY RD NE,3900,Okaloosa
2019,575167,57000038,CHESTNUT AVE SE,YACHT CLUB DR NE,1400,Okaloosa
2020,575167,57000038,CHESTNUT AVE SE,YACHT CLUB DR NE,1200,Okaloosa
2021,575167,57000038,CHESTNUT AVE SE,YACHT CLUB DR NE,1500,Okaloosa
2022,575167,57000038,CHESTNUT AVE SE,YACHT CLUB DR NE,1600,Okaloosa
2023,575167,57000038,CHESTNUT AVE SE,YACHT CLUB DR NE,1500,Okaloosa
2019,575168,57000111,HILL AVE NW,DOOLITTLE BLVD,19500,Okaloosa
2020,575168,57000111,HILL AVE NW,DOOLITTLE BLVD,16900,Okaloosa
2021,575168,57000111,HILL AVE NW,DOOLITTLE BLVD,19200,Okaloosa
2022,575168,57000111,HILL AVE NW,DOOLITTLE BLVD,19400,Okaloosa
2023,575168,57000111,HILL AVE NW,DOOLITTLE BLVD,18500,Okaloosa
2019,575169,57030030,0.096 E OF AIRPORT R,KELLY PLANTATION,56000,Okaloosa
2020,575169,57030030,0.096 E OF AIRPORT R,KELLY PLANTATION,55000,Okaloosa
2021,575169,57030030,0.096 E OF AIRPORT R,KELLY PLANTATION,55000,Okaloosa
2022,575169,57030030,0.096 E OF AIRPORT R,KELLY PLANTATION,47000,Okaloosa
2023,575169,57030030,0.096 E OF AIRPORT R,KELLY PLANTATION,46500,Okaloosa
2019,575901,57000031,BUCK WARD RD,VINSON RAY RD,700,Okaloosa
2020,575901,57000031,BUCK WARD RD,VINSON RAY RD,650,Okaloosa
2021,575901,57000031,BUCK WARD RD,VINSON RAY RD,700,Okaloosa
2022,575901,57000031,BUCK WARD RD,VINSON RAY RD,700,Okaloosa
2023,575901,57000031,BUCK WARD RD,VINSON RAY RD,750,Okaloosa
2019,575902,57000061,OLD RIVER RD,CR-2/HWY 2,100,Okaloosa
2020,575902,57000061,OLD RIVER RD,CR-2/HWY 2,150,Okaloosa
2021,575902,57000061,OLD RIVER RD,CR-2/HWY 2,100,Okaloosa
2022,575902,57000061,OLD RIVER RD,CR-2/HWY 2,100,Okaloosa
2023,575902,57000061,OLD RIVER RD,CR-2/HWY 2,100,Okaloosa
2019,575903,57000117,US-98/SR-30,COMMONS DR W RAB,6500,Okaloosa
2020,575903,57000117,US-98/SR-30,COMMONS DR W RAB,6400,Okaloosa
2021,575903,57000117,US-98/SR-30,COMMONS DR W RAB,4700,Okaloosa
2022,575903,57000117,US-98/SR-30,COMMONS DR W RAB,6400,Okaloosa
2023,575903,57000117,US-98/SR-30,COMMONS DR W RAB,5700,Okaloosa
2019,577701,57050101,SR-85,77TH SPECIAL FORCES,1900,Okaloosa
2020,577701,57050101,SR-85,77TH SPECIAL FORCES,1400,Okaloosa
2021,577701,57050101,SR-85,77TH SPECIAL FORCES,1900,Okaloosa
2022,577701,57050101,SR-85,77TH SPECIAL FORCES,2300,Okaloosa
2023,577701,57050101,SR-85,77TH SPECIAL FORCES,1500,Okaloosa
2019,577702,57050102,77TH SPECIAL FORCES,SR-85,1500,Okaloosa
2020,577702,57050102,77TH SPECIAL FORCES,SR-85,1300,Okaloosa
2021,577702,57050102,77TH SPECIAL FORCES,SR-85,1600,Okaloosa
2022,577702,57050102,77TH SPECIAL FORCES,SR-85,1400,Okaloosa
2023,577702,57050102,77TH SPECIAL FORCES,SR-85,1400,Okaloosa
2019,577703,57050104,SR-85,SR-210,1600,Okaloosa
2020,577703,57050104,SR-85,SR-210,1400,Okaloosa
2021,577703,57050104,SR-85,SR-210,1700,Okaloosa
2022,577703,57050104,SR-85,SR-210,1800,Okaloosa
2023,577703,57050104,SR-85,SR-210,1400,Okaloosa
2019,577704,57050103,SR-210/MCWHORTER AVE,SR-85,1800,Okaloosa
2020,577704,57050103,SR-210/MCWHORTER AVE,SR-85,1500,Okaloosa
2021,577704,57050103,SR-210/MCWHORTER AVE,SR-85,1600,Okaloosa
2022,577704,57050103,SR-210/MCWHORTER AVE,SR-85,1700,Okaloosa
2023,577704,57050103,SR-210/MCWHORTER AVE,SR-85,1400,Okaloosa
2019,577705,57030111,US-98/SR-30,CODY AVE,5200,Okaloosa
2020,577705,57030111,US-98/SR-30,CODY AVE,4300,Okaloosa
2021,577705,57030111,US-98/SR-30,CODY AVE,4600,Okaloosa
2022,577705,57030111,US-98/SR-30,CODY AVE,4700,Okaloosa
2023,577705,57030111,US-98/SR-30,CODY AVE,4900,Okaloosa
2019,577706,57030112,CODY AVE,US-98/SR-30,5100,Okaloosa
2020,577706,57030112,CODY AVE,US-98/SR-30,4100,Okaloosa
2021,577706,57030112,CODY AVE,US-98/SR-30,5300,Okaloosa
2022,577706,57030112,CODY AVE,US-98/SR-30,5600,Okaloosa
2023,577706,57030112,CODY AVE,US-98/SR-30,5000,Okaloosa
2019,577707,57030113,US-98/SR-30,CODY AVE,2100,Okaloosa
2020,577707,57030113,US-98/SR-30,CODY AVE,1900,Okaloosa
2021,577707,57030113,US-98/SR-30,CODY AVE,2000,Okaloosa
2022,577707,57030113,US-98/SR-30,CODY AVE,2500,Okaloosa
2023,577707,57030113,US-98/SR-30,CODY AVE,1900,Okaloosa
2019,577708,57030114,CODY AVE,US-98/SR-30,2100,Okaloosa
2020,577708,57030114,CODY AVE,US-98/SR-30,1600,Okaloosa
2021,577708,57030114,CODY AVE,US-98/SR-30,2200,Okaloosa
2022,577708,57030114,CODY AVE,US-98/SR-30,2100,Okaloosa
2023,577708,57030114,CODY AVE,US-98/SR-30,2000,Okaloosa
2019,577709,57150111,SR-123 NB,SR-85 SB,450,Okaloosa
2020,577709,57150111,SR-123 NB,SR-85 SB,250,Okaloosa
2021,577709,57150111,SR-123 NB,SR-85 SB,550,Okaloosa
2022,577709,57150111,SR-123 NB,SR-85 SB,450,Okaloosa
2023,577709,57150111,SR-123 NB,SR-85 SB,650,Okaloosa
2019,577710,57040114,SR-85 SB FRONTAGE RD,SR-85,1500,Okaloosa
2020,577710,57040114,SR-85 SB FRONTAGE RD,SR-85,1000,Okaloosa
2021,577710,57040114,SR-85 SB FRONTAGE RD,SR-85,1700,Okaloosa
2022,577710,57040114,SR-85 SB FRONTAGE RD,SR-85,1800,Okaloosa
2023,577710,57040114,SR-85 SB FRONTAGE RD,SR-85,1600,Okaloosa
2019,577711,57050017,SR-20/JOHN SIMS PKWY,SR-85/N HWY 85,4400,Okaloosa
2020,577711,57050017,SR-20/JOHN SIMS PKWY,SR-85/N HWY 85,3900,Okaloosa
2021,577711,57050017,SR-20/JOHN SIMS PKWY,SR-85/N HWY 85,3900,Okaloosa
2022,577711,57050017,SR-20/JOHN SIMS PKWY,SR-85/N HWY 85,4000,Okaloosa
2023,577711,57050017,SR-20/JOHN SIMS PKWY,SR-85/N HWY 85,3600,Okaloosa
2019,577712,57150101,SR-123 SB,SR-85 WB FRONTAGE RD,700,Okaloosa
2020,577712,57150101,SR-123 SB,SR-85 WB FRONTAGE RD,400,Okaloosa
2021,577712,57150101,SR-123 SB,SR-85 WB FRONTAGE RD,650,Okaloosa
2022,577712,57150101,SR-123 SB,SR-85 WB FRONTAGE RD,650,Okaloosa
2023,577712,57150101,SR-123 SB,SR-85 WB FRONTAGE RD,650,Okaloosa
2019,577713,57160115,SR-293 SB,SR-20 WB,850,Okaloosa
2020,577713,57160115,SR-293 SB,SR-20 WB,750,Okaloosa
2021,577713,57160115,SR-293 SB,SR-20 WB,900,Okaloosa
2022,577713,57160115,GORE AT SR-293 SB,GORE AT SR-20 WB,900,Okaloosa
2023,577713,57160115,GORE AT SR-293 SB,GORE AT SR-20 WB,900,Okaloosa
2019,577714,57160116,SR-20 WB,SR-293 NB,750,Okaloosa
2020,577714,57160116,SR-20 WB,SR-293 NB,700,Okaloosa
2021,577714,57160116,SR-20 WB,SR-293 NB,750,Okaloosa
2022,577714,57160116,GORE AT SR-20 WB,GORE AT SR-293 NB,700,Okaloosa
2023,577714,57160116,GORE AT SR-20 WB,GORE AT SR-293 NB,800,Okaloosa
2019,577715,57160117,SR-293 NB,SR-20 EB,4900,Okaloosa
2020,577715,57160117,SR-293 NB,SR-20 EB,5100,Okaloosa
2021,577715,57160117,SR-293 NB,SR-20 EB,6000,Okaloosa
2022,577715,57160117,GORE AT SR-293 NB,GORE AT SR-20 EB,6300,Okaloosa
2023,577715,57160117,GORE AT SR-293 NB,GORE AT SR-20 EB,6300,Okaloosa
2019,577716,57160118,SR-20 EB,SR-293 SB,5400,Okaloosa
2020,577716,57160118,SR-20 EB,SR-293 SB,5300,Okaloosa
2021,577716,57160118,SR-20 EB,SR-293 SB,6500,Okaloosa
2022,577716,57160118,GORE AT SR-20 EB,GORE AT SR-293 SB,6400,Okaloosa
2023,577716,57160118,GORE AT SR-20 EB,GORE AT SR-293 SB,6300,Okaloosa
2019,577717,57160129,N END OF SR-293,SR-85,750,Okaloosa
2020,577717,57160129,N END OF SR-293,SR-85,650,Okaloosa
2021,577717,57160129,N END OF SR-293,SR-85,1200,Okaloosa
2022,577717,57160129,N END OF SR-293,GORE AT SR-85 SB,850,Okaloosa
2023,577717,57160129,N END OF SR-293,GORE AT SR-85 SB,1000,Okaloosa
2019,577718,57160130,SR-85,SR-293 SB,3400,Okaloosa
2020,577718,57160130,SR-85,SR-293 SB,3100,Okaloosa
2021,577718,57160130,SR-85,SR-293 SB,4500,Okaloosa
2022,577718,57160130,GORE AT SR-85 SB,SR-293 SB,4300,Okaloosa
2023,577718,57160130,GORE AT SR-85 SB,SR-293 SB,4500,Okaloosa
2019,577719,57160131,SR-293,SR-85,3200,Okaloosa
2020,577719,57160131,SR-293,SR-85,3100,Okaloosa
2021,577719,57160131,SR-293,SR-85,6100,Okaloosa
2022,577719,57160131,GORE AT SR-293 NB,GORE AT SR-85 NB,4000,Okaloosa
2023,577719,57160131,GORE AT SR-293 NB,GORE AT SR-85 NB,4600,Okaloosa
2019,577720,57160132,SR-85,SR-293,900,Okaloosa
2020,577720,57160132,SR-85,SR-293,900,Okaloosa
2021,577720,57160132,SR-85,SR-293,1000,Okaloosa
2022,577720,57160132,GORE AT SR-85 NB,GORE AT SR-293 SB,1000,Okaloosa
2023,577720,57160132,GORE AT SR-85 NB,GORE AT SR-293 SB,1000,Okaloosa
2020,577721,57040100,SR-85,SR-85,100,Okaloosa
2021,577721,57040100,SR-85,SR-85,150,Okaloosa
2022,577721,57040100,SR-85,SR-85,200,Okaloosa
2023,577721,57040100,SR-85,SR-85,150,Okaloosa
2020,577722,57040200,SR-85,,400,Okaloosa
2020,577722,57040200,,,850,Okaloosa
2020,577722,57040200,,SR-123,400,Okaloosa
2021,577722,57040200,,SR-123,750,Okaloosa
2021,577722,57040200,,,1450,Okaloosa
2021,577722,57040200,SR-85,,750,Okaloosa
2022,577722,57040200,,,1400,Okaloosa
2022,577722,57040200,,SR-123,700,Okaloosa
2022,577722,57040200,SR-85,,700,Okaloosa
2023,577722,57040200,,SR-123,750,Okaloosa
2023,577722,57040200,,,1500,Okaloosa
2023,577722,57040200,SR-85,,750,Okaloosa
2022,577723,57160111,GORE AT SR-293 SB,N LAKESHORE DR,250,Okaloosa
2023,577723,57160111,GORE AT SR-293 SB,N LAKESHORE DR,250,Okaloosa
2022,577724,57160112,N LAKESHORE DR,GORE AT SR-293 NB,250,Okaloosa
2023,577724,57160112,N LAKESHORE DR,GORE AT SR-293 NB,250,Okaloosa
2022,577725,57160113,GORE AT SR-293 NB,N LAKESHORE DR,1300,Okaloosa
2023,577725,57160113,GORE AT SR-293 NB,N LAKESHORE DR,1300,Okaloosa
2022,577726,57160114,N LAKESHORE DR,GORE AT SR-293 SB,1400,Okaloosa
2023,577726,57160114,N LAKESHORE DR,GORE AT SR-293 SB,1200,Okaloosa
2022,577727,57160121,GORE AT SR-293 SB,RANGE RD,400,Okaloosa
2023,577727,57160121,GORE AT SR-293 SB,RANGE RD,450,Okaloosa
2022,577728,57160122,RANGE RD,GORE AT SR-293 NB,350,Okaloosa
2023,577728,57160122,RANGE RD,GORE AT SR-293 NB,400,Okaloosa
2022,577729,57160123,GORE AT SR-293 NB,RANGE RD,550,Okaloosa
2023,577729,57160123,GORE AT SR-293 NB,RANGE RD,550,Okaloosa
2022,577730,57160124,RANGE RD,GORE AT SR-293 SB,500,Okaloosa
2023,577730,57160124,RANGE RD,GORE AT SR-293 SB,500,Okaloosa
2022,577731,57160125,GORE AT SR-293 SB,SR-285,750,Okaloosa
2023,577731,57160125,GORE AT SR-293 SB,SR-285,850,Okaloosa
2022,577732,57160126,SR-285,GORE AT SR-293 NB,500,Okaloosa
2023,577732,57160126,SR-285,GORE AT SR-293 NB,550,Okaloosa
2022,577733,57160127,GORE AT SR-293 NB,SR-285,1800,Okaloosa
2023,577733,57160127,GORE AT SR-293 NB,SR-285,2200,Okaloosa
2022,577734,57160128,SR-285,GORE AT SR-293 SB,1800,Okaloosa
2023,577734,57160128,SR-285,GORE AT SR-293 SB,2200,Okaloosa
2019,582007,57002000,SANTA ROSA CO LINE,57002002 EB OFF,31500,Okaloosa
2020,582007,57002000,SANTA ROSA CO LINE,57002002 EB OFF,30500,Okaloosa
2021,582007,57002000,SANTA ROSA CO LINE,57002002 EB OFF,31500,Okaloosa
2022,582007,57002000,SANTA ROSA CO LINE,57002002 EB OFF,32500,Okaloosa
2023,582007,57002000,SANTA ROSA CO LINE,57002002 EB OFF,37000,Okaloosa
2019,600168,57030030,HUTCHINSON ST,WALTON CO LINE,52000,Okaloosa
2020,600168,57030030,HUTCHINSON ST,WALTON CO LINE,52000,Okaloosa
2021,600168,57030030,HUTCHINSON ST,WALTON CO LINE,50500,Okaloosa
2022,600168,57030030,HUTCHINSON ST,WALTON CO LINE,51000,Okaloosa
2023,600168,57030030,HUTCHINSON ST,WALTON CO LINE,53000,Okaloosa
2019,600251,57090000,57160127 NB OFF,WALTON CO LINE,7300,Okaloosa
2020,600251,57090000,57160127 NB OFF,WALTON CO LINE,6800,Okaloosa
2021,600251,57090000,57160127 NB OFF,WALTON CO LINE,8000,Okaloosa
2022,600251,57090000,57160127 NB OFF,WALTON CO LINE,8800,Okaloosa
2023,600251,57090000,57160127 NB OFF,WALTON CO LINE,9300,Okaloosa
